216,Strange Love Lyrics,"Hey stranger|-|My strange love|-|Would you be mine?|-|Am I what you're dreaming of?|-|Hey stranger|-|My strange love|-|What makes you shy?|-|What makes you fall in love?|-|It's strange - the way we met|-|A desert road and then|-|My car had stopped and you pulled up|-|On your black motorcycle|-|You rode me to the bar|-|We danced all night under|-|The Christmas lights in the dark black night|-|With the lightning and the thunder|-|Ah ah ah ah ah ah ah|-|Ah ah ah ah ah|-|Ah ah ah ah ah ah ah|-|Hey stranger|-|My strange love|-|Would you be mine?|-|Am I what you're dreaming of?|-|Hey stranger|-|My strange love|-|What makes you shy?|-|What makes you fall in love?|-|You took me to the edge|-|A town - that's where you slept|-|You like it best when no one else|-|Could find you or could bother|-|You thoughts I smeared your lips|-|And kissed me on the lips|-|You held me tight in the TV light|-|And you said you never loved her|-|Ah ah ah ah ah ah ah|-|Ah ah ah ah ah|-|Ah ah ah ah ah ah ah|-|You have a dark cloud like mine|-|Things that you've seen and drive in time|-|Let me love you, let me touch you|-|Let me show you you'll be fine|-|Hey stranger|-|My strange love|-|Would you be mine?|-|Am I what you're dreaming of?|-|Hey stranger|-|My strange love|-|What makes you shy?|-|What makes you fall in love?"
217,Summer Bummer Lyrics,"It's never too late|-|To be who you wanna be|-|To say what you wanna say|-|And it's never too late|-|To leave if you wanna leave|-|Or to stay if you wanna stay|-|But, baby|-|I got a feeling in my bones|-|Can't get you out of my veins|-|You can't escape my affection|-|Wrap you up in my daisy chains|-|Hip-hop in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|High tops in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|Uh, her sophistication makes you wanna quit the bitch you datin'|-|Let's skip the games, let's quit the playin'|-|Boo, let's get acquainted|-|Notifications sync in place even when we're on vacation|-|I knew she'd notice like I missed the payment, dang it|-|But bang it like my fingers|-|She pray to God I made it|-|But bankin' like my Franklins|-|My neighbors stopped the hatin'|-|What?|-|Huh?|-|Slide inside it|-|Diddy Boppin'|-|Milly Rockin'|-|She just might become my lover for real|-|I might fuck with her all summer for real|-|They better not holla if I cuff her for real|-|Niggas better run for cover for real|-|Goin' bell how I feel, close the deal, pop a seal|-|Take the whip, two pills on the lips on the real|-|Truthfully between you and me I'm usually single|-|When it's hot outside this, I ride through any hood with the top out|-|Hop out|-|Hip-hop in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|High tops in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe, mmm|-|White lights and black beaches|-|Miles in between us|-|Is this love or lust or some game on repeat?|-|It's like making me crazy|-|Tell me, ""have patience""|-|Baby, I need this|-|White lines and black beaches|-|White lights and black beaches|-|And blood red sangrias|-|We traveled for weeks|-|Just to escape your demons|-|But you've got your reasons|-|For making me crazy|-|But you've got your reasons|-|White lights and black beaches|-|Like doves in the summer|-|Don't be a bummer, babe|-|Don't be a bummer|-|Don't be a bummer|-|Hip-hop in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|High tops in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|Don't be a bummer, babe"
218,Summer Bummer (Alternative Version) Lyrics,"It's never too late|-|To be who you wanna be|-|To say what you wanna say|-|And it's never too late|-|To leave if you wanna leave|-|Or to stay if you wanna stay|-|But, baby|-|I got a feeling in my bones|-|Can't get you out of my veins|-|You can't escape my affection|-|Wrap you up in my daisy chains|-|Hip-hop in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|High tops in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|Uh, her sophistication makes you wanna quit the bitch you datin'|-|Let's skip the games, let's quit the playin'|-|Boo, let's get acquainted|-|Notifications sync in place even when we're on vacation|-|I knew she'd notice like I missed the payment, dang it|-|But bang it like my fingers|-|She pray to God I made it|-|But bankin' like my Franklins|-|My neighbors stopped the hatin'|-|What?|-|Huh?|-|Slide inside it|-|Diddy Boppin'|-|Milly Rockin'|-|She just might become my lover for real|-|I might fuck with her all summer for real|-|They better not holla if I cuff her for real|-|Niggas better run for cover for real|-|Goin' bell how I feel, close the deal, pop a seal|-|Take the whip, two pills on the lips on the real|-|Truthfully between you and me I'm usually single|-|When it's hot outside this, I ride through any hood with the top out|-|Hop out|-|Hip-hop in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|High tops in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe, mmm|-|White lights and black beaches|-|Miles in between us|-|Is this love or lust or some game on repeat?|-|It's like making me crazy|-|Tell me, ""have patience""|-|Baby, I need this|-|White lines and black beaches|-|White lights and black beaches|-|And blood red sangrias|-|We traveled for weeks|-|Just to escape your demons|-|But you've got your reasons|-|For making me crazy|-|But you've got your reasons|-|White lights and black beaches|-|Like doves in the summer|-|Don't be a bummer, babe|-|Don't be a bummer|-|Don't be a bummer|-|Hip-hop in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|High tops in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|Don't be a bummer, babe"
219,Summer Bummer (Clams Casino Remix) Lyrics,"It's never too late|-|To be who you wanna be|-|To say what you wanna say|-|And it's never too late|-|To leave if you wanna leave|-|Or to stay if you wanna stay|-|But, baby|-|I got a feeling in my bones|-|Can't get you out of my veins|-|You can't escape my affection|-|Wrap you up in my daisy chains|-|Hip-hop in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|High tops in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|Uh, her sophistication makes you wanna quit the bitch you datin'|-|Let's skip the games, let's quit the playin'|-|Boo, let's get acquainted|-|Notifications sync in place even when we're on vacation|-|I knew she'd notice like I missed the payment, dang it|-|But bang it like my fingers|-|She pray to God I made it|-|But bankin' like my Franklins|-|My neighbors stopped the hatin'|-|What?|-|Huh?|-|Slide inside it|-|Diddy Boppin'|-|Milly Rockin'|-|She just might become my lover for real|-|I might fuck with her all summer for real|-|They better not holla if I cuff her for real|-|Niggas better run for cover for real|-|Goin' bell how I feel, close the deal, pop a seal|-|Take the whip, two pills on the lips on the real|-|Truthfully between you and me I'm usually single|-|When it's hot outside this, I ride through any hood with the top out|-|Hop out|-|Hip-hop in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|High tops in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe, mmm|-|White lights and black beaches|-|Miles in between us|-|Is this love or lust or some game on repeat?|-|It's like making me crazy|-|Tell me, ""have patience""|-|Baby, I need this|-|White lines and black beaches|-|White lights and black beaches|-|And blood red sangrias|-|We traveled for weeks|-|Just to escape your demons|-|But you've got your reasons|-|For making me crazy|-|But you've got your reasons|-|White lights and black beaches|-|Like doves in the summer|-|Don't be a bummer, babe|-|Don't be a bummer|-|Don't be a bummer|-|Hip-hop in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|High tops in the summer|-|Don't be a bummer, babe|-|Be my undercover lover, babe|-|Don't be a bummer, babe"
220,Summer Wine Lyrics,Strawberries cherries and an angel's kiss in spring|-|My summer wine is really made from all these things|-|I walked in town on silver spurs that jingled to|-|A song that I had only sang to just a few|-|She saw my silver spurs and said lets pass some time|-|And I will give to you summer wine|-|Ohh-oh-oh summer wine|-|Strawberries cherries and an angel's kiss in spring|-|My summer wine is really made from all these things|-|Take off your silver spurs and help me pass the time|-|And I will give to you summer wine|-|Ohhh-oh summer wine|-|My eyes grew heavy and my lips they could not speak|-|I tried to get up but I couldn't find my feet|-|She reassured me with an unfamiliar line|-|And then she gave to me more summer wine|-|Mmm-mm summer wine|-|Strawberries cherries and an angel's kiss in spring|-|My summer wine is really made from all these things|-|Take off your silver spurs and help me pass the time|-|And I will give to you summer wine|-|Mmm-mm summer wine|-|When I woke up the sun was shining in my eyes|-|My silver spurs were gone my head felt twice its size|-|She took my silver spurs a dollar and a dime|-|And left me cravin' for more summer wine|-|Ohh-oh-oh summer wine|-|Strawberries cherries and an angel's kiss in spring|-|My summer wine is really made from all these things|-|Take off your silver spurs and help me pass the time|-|And I will give to you summer wine|-|Mmm-mm summer wine
221,Summertime Sadness Lyrics,"Kiss me hard before you go|-|Summertime sadness|-|I just wanted you to know|-|That, baby, you the best|-|I got my red dress on tonight|-|Dancing in the dark in the pale moonlight|-|Done my hair up real big, beauty queen style|-|High heels off, I'm feeling alive|-|Oh, my God, I feel it in the air|-|Telephone wires above are sizzling like a snare|-|Honey, I'm on fire, I feel it everywhere|-|Nothing scares me anymore|-|One, two, three, four|-|Kiss me hard before you go|-|Summertime sadness|-|I just wanted you to know|-|That, baby, you the best|-|I got that summertime, summertime sadness|-|S-s-summertime, summertime sadness|-|Got that summertime, summertime sadness|-|Oh, oh oh, oh oh|-|I'm feelin' electric tonight|-|Cruising down the coast goin' 'bout 99|-|Got my bad baby by my heavenly side|-|I know if I go, I'll die happy tonight|-|Oh, my God, I feel it in the air|-|Telephone wires above are sizzling like a snare|-|Honey, I'm on fire, I feel it everywhere|-|Nothing scares me anymore|-|One, two, three, four|-|Kiss me hard before you go|-|Summertime sadness|-|I just wanted you to know|-|That baby, you the best|-|I got that summertime, summertime sadness|-|S-s-summertime, summertime sadness|-|Got that summertime, summertime sadness|-|Oh, oh oh, oh oh|-|Think I'll miss you forever|-|Like the stars miss the sun in the morning skies|-|Later's better than never|-|Even if you're gone I'm gonna drive, drive, drive|-|I got that summertime, summertime sadness|-|S-s-summertime, summertime sadness|-|Got that summertime, summertime sadness|-|Oh, oh oh, oh oh|-|Kiss me hard before you go|-|Summertime sadness|-|I just wanted you to know|-|That, baby, you the best|-|I got that summertime, summertime sadness|-|S-s-summertime, summertime sadness|-|Got that summertime, summertime sadness|-|Oh, oh oh, oh oh"
222,Summertime Sadness [Remix] Lyrics,"Kiss me hard before you go|-|Summertime sadness|-|I just wanted you to know|-|That baby you're the best|-|I got my red dress on tonight|-|Dancing in the dark in the pale moonlight|-|Got my hair up real big beauty queen style|-|High heels off, I'm feeling alive|-|Oh, my God, I feel it in the air|-|Telephone wires above all sizzlin' like your stare|-|Honey I'm on fire I feel it everywhere|-|Nothing scares me anymore|-|Kiss me hard before you go|-|Summertime sadness|-|I just wanted you to know|-|That baby you're the best|-|I've got that summertime, summertime sadness|-|Summertime, summertime sadness|-|Got that summertime, summertime sadness|-|Oh, oh|-|I'm feelin' electric tonight|-|Cruising down the coast goin' 'bout 99|-|Got my bad baby by my heavenly side|-|Oh if I go, I'll die happy tonight|-|Oh, my God, I feel it in the air|-|Telephone wires above all sizzlin' like your stare|-|Honey I'm on fire I feel it everywhere|-|Nothing scares me anymore|-|Kiss me hard before you go|-|Summertime sadness|-|I just wanted you to know|-|That baby you're the best|-|I've got that summertime, summertime sadness|-|Summertime, summertime sadness|-|Got that summertime, summertime sadness|-|Oh, oh|-|I think I'll miss you forever|-|Like the stars miss the sun in the morning skies|-|Late is better than never|-|Even if you're gone I'm gonna drive, drive|-|I've got that summertime, summertime sadness|-|Summertime, summertime sadness|-|Got that summertime, summertime sadness|-|Oh, oh|-|Kiss me hard before you go|-|Summertime sadness|-|I just wanted you to know|-|That baby you're the best|-|I've got that summertime, summertime sadness|-|Summertime, summertime sadness|-|Got that summertime, summertime sadness|-|Oh, oh"
223,Super Movie Lyrics,"Drop me off at the Copacabana|-|You my one true love, aren't you man, ah?|-|I'm your little super 8 movie|-|You know I'm in love with ya truly, yeah|-|So when baby if you|-|Don't get down (ah ah ah)|-|Don't get down|-|Spin me round kiss me in your Chevrolet|-|I love you more with each and everyday|-|Its finally time to make a safe get away|-|I could not be happier|-|Drop me off Santo Casino|-|I got an idea, why don't we go to Mexico?|-|Like we said we would and you don't want to|-|But I think, I think it'd be good for you, Billy|-|You never want to do nothing anymore than die|-|Remember the days when you used to sway and you'd|-|Spin me around kiss me in your Chevrolet|-|I love you more with each and everyday|-|It's finally time to make a safe get away|-|I love you baby|-|What happened to us me and you?|-|I was funny once and you were funny too|-|One day we woke up and we found we had grew|-|And only I wasn't me|-|I had come out blue|-|And you, I don't know what to make of you|-|You're not a color, you're more of a shape|-|Of your former self, like they say babe|-|I remember the days when you'd|-|Spin me around kiss me in your Chevrolet|-|I love you more with each and everyday|-|And I'll continue always to keep that way|-|Yellow, red or blue|-|Don't matter to me if you don't matter to you|-|We just keep on trucking and see what we do and|-|I remember every way that you loved me baby|-|Spin me around kiss me in your Chevrolet, top down|-|Howlin' Vegas all the way|-|We almost had it all didn't we baby|-|Ah ha ha"
224,Swan Song Lyrics,"Put your white tennis shoes on and follow me|-|Why work so hard when you could just be free?|-|You got your moment now, you got your legacy|-|Let's leave the world for the ones who change everything|-|Nothing could stop the two of us|-|Let's just get lost, that's what we want|-|And I will never sing again|-|And you won't work another day|-|I will never sing again|-|With just one wave it goes away|-|It will be our swan song|-|It will be our swan song|-|Be our swan song|-|It will be our swan song|-|Darling, dive deep and dark blue suede|-|Rushing up from the water where the ice meets|-|And you've been gone so long, you missed everything|-|The world can change in a day if you go away|-|But nothing could stop the two of us|-|That's what we want|-|We could just get lost|-|And I will never sing again|-|And you won't work another day|-|I will never sing again|-|With just one wave it goes away|-|It will be our swan song|-|It will be our swan song|-|Be our swan song|-|It will be our swan song|-|Live your life|-|Live your life, where you've been|-|Where you're going to (going to)|-|Say good night|-|Say good night to the life in the world we live|-|I'm going to follow you|-|And I will never sing again|-|And you won't work another day|-|And I will never sing again|-|You won't work another day|-|It will be our swan song|-|It will be our swan song|-|Be our swan song|-|Be our swan song|-|Put your white tennis shoes on and follow me|-|Put your white tennis shoes on and follow me|-|Put your white tennis shoes on and follow me|-|Why you work so hard when you could just be free"
225,Television Heaven Lyrics,"If you dance I'll dance|-|And if you don't I'll dance anyway|-|Give peace a chance|-|Let the fear you have fall away|-|I've got my eye on you|-|I've got my eye on you|-|Say yes to heaven|-|Say yes to me|-|Say yes to heaven|-|Say yes to me|-|If you go I'll stay|-|You come back I'll be right here|-|Like a barge at sea|-|In the storm I stay clear|-|'Cause I've got my mind on you|-|I've got my mind on you|-|Say yes to heaven|-|Say yes to me|-|Say yes to heaven|-|Say yes to me|-|If you dance I'll dance|-|I'll put my red dress on again|-|And if you fight I'll fight|-|It doesn't matter, now it's all gone|-|I've got my mind on you|-|I've got my mind on you|-|Say yes to heaven|-|Say yes to me|-|Say yes to heaven|-|Say yes to me|-|I've got my eye on you|-|I've got my eye on you|-|I've got my eye on you|-|I've got my eye on you|-|Compositor: Lana Del Rey"
226,Terrance Loves You Lyrics,"You are what you are|-|I don't matter to anyone|-|But Hollywood legends will never grow old|-|And all of what's hidden|-|Well, it will never grow cold|-|But I lost myself when I lost you|-|But I still got jazz when I've got those blues|-|And I lost myself when I lost you|-|And I still get trashed, darling, when I hear your tunes|-|But you are who you are|-|I won't change you for anything|-|For when you are crazy|-|I'll let you be bad|-|I'll never dare change thee to what you are not|-|But I lost myself when I lost you|-|But I still got jazz when I've got those blues|-|I lost myself and I lost you too|-|And I still get trashed, baby, when I hear your tunes|-|I put the radio on, hold you tight in my mind|-|Isn't strange that you're not here with me|-|But I'm putting all the lights on in the television|-|Trying to transmit, can you hear me?|-|Ground control to Major Tom|-|Can you hear me all night long?|-|Ground control to Major Tom|-|Well I lost myself when I lost you|-|But I still got jazz when I've got the blues|-|I lost myself and I lost you too|-|And I still get trashed, honey, when I hear your tunes|-|Mmmm-mmm-mmm-mmm|-|Mmmm-mmm-mmm-mmm|-|Mmmm|-|Mmmm-mmm-mmm-mmm|-|Mmmm"
227,Terrence Loves You Lyrics,"You are what you are|-|I don't matter to anyone|-|But Hollywood legends will never grow old|-|And all of what's hidden|-|Well, it will never grow cold|-|But I lost myself when I lost you|-|But I still got jazz when I've got those blues|-|And I lost myself when I lost you|-|And I still get trashed, darling, when I hear your tunes|-|But you are who you are|-|I won't change you for anything|-|For when you are crazy|-|I'll let you be bad|-|I'll never dare change thee to what you are not|-|But I lost myself when I lost you|-|But I still got jazz when I've got those blues|-|I lost myself and I lost you too|-|And I still get trashed, baby, when I hear your tunes|-|I put the radio on, hold you tight in my mind|-|Isn't strange that you're not here with me|-|But I'm putting all the lights on in the television|-|Trying to transmit, can you hear me?|-|Ground control to Major Tom|-|Can you hear me all night long?|-|Ground control to Major Tom|-|Well I lost myself when I lost you|-|But I still got jazz when I've got the blues|-|I lost myself and I lost you too|-|And I still get trashed, honey, when I hear your tunes|-|Mmmm-mmm-mmm-mmm|-|Mmmm-mmm-mmm-mmm|-|Mmmm|-|Mmmm-mmm-mmm-mmm|-|Mmmm"
228,The Blackest Day Lyrics,"Carry me home, got my blue nail polish on|-|It's my favorite color and my favorite tone of song|-|I don't really wanna break up, we got it going on|-|It's what you gathered from my talk, but you were wrong|-|It's not easy for me to talk about|-|I have heavy heartstrings|-|I'm not simple, it's trigonometry|-|It's hard to express|-|I can't explain|-|Ever since my baby went away|-|It's been the blackest day, it's been the blackest day|-|All I hear is Billie Holiday|-|It's all that I play|-|It's all that I play|-|Because I'm going deeper and deeper|-|Harder and harder|-|Getting darker and darker|-|Looking for love|-|In all the wrong places|-|Oh my god|-|In all the wrong places|-|Oh my god|-|Carry me home, got my new car and my gun|-|Wind in my hair, holding your hand, listen to a song|-|Carry me home, don't wanna talk about the things to come|-|Just put your hands up in the air, the radio on|-|Cause there's nothing for us to talk about|-|Like the future and those things|-|Cause there's nothing for me to think about|-|Now that he's gone, I can't feel nothing|-|Ever since my baby went away|-|It's been the blackest day, it's been the blackest day|-|All I hear is Billie Holiday|-|It's all that I play|-|It's all that I play|-|Because I'm going deeper and deeper|-|Harder and harder|-|Getting darker and darker|-|Looking for love|-|In all the wrong places|-|Oh my god|-|In all the wrong places|-|Oh my god|-|You should've known better|-|Than to have, to let her|-|Get you under her spell of the weather|-|I got you where I want you|-|You're deader than ever|-|And falling for forever|-|I'm playing head games with you|-|Got you where I want you|-|I got you, I got you|-|I got you where I want you now|-|Ever since my baby went away|-|It's been the blackest day, it's been the blackest day|-|All I hear is Billie Holiday|-|It's all that I play|-|It's all that I play|-|It's not one of those phases I'm going through|-|Or just a song, it's not one of them|-|I'm on my own|-|On my own|-|On my own again|-|I'm on my own again|-|I'm on my own again|-|I'm on my own again"
229,The Ocean (Kill Kill Demo) Lyrics,"Bound up the stairs|-|i'm in the shower|-|Do you know i am going to leave you?|-|Fresh from the shore|-|Blonde hair is white|-|The ocean makes|-|Me|-|Cry|-|I'm in love with a dying man|-|I'm in love with a dying man|-|I'm in love, lying in the sand|-|mm|-|I'm in love with a dying man|-|I'm in love with a dying man|-|I have done everything i can|-|mm|-|Tell me about Ray and his girl|-|Did i know Ray's going to meet you?|-|Love you i do, stay here, i won't|-|The stars fade from|-|Your|-|Eyes|-|I'm in love with a dying man|-|I'm in love with a dying man|-|I'm in love, lying in the sand|-|mm|-|I'm in love with a dying man|-|I'm in love with a dying man|-|I have done everything i can|-|mm|-|{Bridge}|-|One, two|-|Make it fun|-|Don't trust anyone|-|One, two|-|Make it fun|-|Don't trust anyone|-|I'm in love with a dying man|-|I'm in love with a dying man|-|I have done everything i can|-|mm|-|I'm in love with a dying man|-|I'm in love with a dying man|-|I have done everything i can...."
230,The Other Woman Lyrics,"The other woman has time to manicure her nails|-|The other woman is perfect where her rival fails|-|And she's never seen with pin curls in her hair anywhere|-|The other woman enchants her clothes with French perfume|-|The other woman keeps fresh cut flowers in each room|-|There are never toys that's scattered everywhere|-|And when her old man comes to call|-|He finds her waiting like a lonesome queen|-|'Cause to be by her side|-|It's such a change from old routine|-|The other woman will always cry herself to sleep|-|The other woman will never have his love to keep|-|And as the years go by, the other woman|-|Will spend her life alone|-|Alone|-|Alone"
231,There's Nothing to be Sorry About Lyrics,"Little boy,|-|Livin' without you won't be easy to do|-|Little boy,|-|you are the love of my life|-|And if you don't want to talk to me,|-|well, then I think that's alright|-|Lord, watch over my love|-|Lord, watch over my love,|-|my love|-|Knowing you are hurt inside,|-|I think of all your happy times|-|Oh, my|-|When I ask what I can do,|-|you say,|-|""Remember me the way I was six months ago""|-|Oh, I could do so much more for you,|-|you know,|-|I can make you well|-|if you just asked me to|-|Oh,|-|Lord, watch over my love|-|Lord, watch over my love|-|I'll do anything for you, or for him,|-|or whoever else needs some help out there|-|I swear, I swear|-|Lord, watch over my love|-|Lord, watch over my love|-|always|-|Think of you on quiet nights,|-|at traffic lights|-|and every highway|-|And I get a little scared sometimes|-|when everyone I meet|-|I find has a friend|-|Lord, watch over my love|-|Lord, watch over my love,|-|my love"
232,This Is What Makes Us Girls Lyrics,"Remember how we used to party up all night?|-|Sneakin' out and looking for a taste of real life|-|Drinkin' in the small town firelight|-|(Pabst Blue Ribbon on ice)|-|Sweet sixteen, and we had arrived|-|Walking down the streets as they whistle, ""Hi, hi!""|-|Stealin' police cars with the senior guys|-|Teachers said we'd never make it out alive|-|There she was, my new best friend|-|High heels in her hand, swayin' in the wind|-|While she starts to cry|-|Mascara runnin' down her little Bambi eyes|-|""Lana, how I hate those guys""|-|This is what makes us girls|-|We all look for heaven and we put our love first|-|Somethin' that we'd die for, it's our curse|-|Don't cry about it, don't cry about it|-|This is what makes us girls|-|We don't stick together 'cause we put our love first|-|Don't cry about him, don't cry about him|-|It's all gonna happen|-|And that's where the beginning of the end begun|-|Everybody knew that we had too much fun|-|We were skippin' school and drinkin' on the job|-|With the boss|-|Sweet sixteen, and we had arrived|-|Baby's table dancin' at the local dive|-|Cheering our names in the pink spotlight|-|Drinkin' cherry schnapps in the velvet night|-|Yo, we used to go break into the hotel|-|Glimmering, we'd swim|-|Running from the cops in our black bikini tops|-|Screaming, ""Get us while we're hot, get us while we're hot""|-|(C'mon, take a shot)|-|This is what makes us girls|-|We all look for heaven and we put our love first|-|Somethin' that we'd die for, it's our curse|-|Don't cry about it, don't cry about it|-|This is what makes us girls|-|We don't stick together 'cause we put our love first|-|Don't cry about him, don't cry about him|-|It's all gonna happen|-|The prettiest in-crowd that you had ever seen|-|Ribbons in our hair, and our eyes gleamed mean|-|A freshmen generation of degenerate beauty queens|-|And you know somethin'?|-|They were the only friends I ever had|-|We got into trouble and when stuff got bad|-|I got sent away, I was waving on the train platform|-|Cryin' 'cause I know I'm never coming back|-|This is what makes us girls|-|We all look for heaven and we put our love first|-|Somethin' that we'd die for, it's our curse|-|Don't cry about it, don't cry about it|-|This is what makes us girls|-|We don't stick together 'cause we put our love first|-|Don't cry about him, don't cry about him|-|It's all gonna happen"
233,Tired Of Singing The Blues Lyrics,"You know sometimes I think God's playing a little game with me|-|Looking down from heaven, laughing,|-|Trying to see how much I can take|-|Because the way things go, it's like a joke|-|Nobody's had more shots at the moon and missed than me|-|It's like I got my life stuck, stuck on rewind|-|Trying to make something of myself, life's got something else in mind|-|I'm fighting, losing game, and I'm biding my time|-|You won't be my man|-|Do I understand?|-|No, stop!|-|I don't want to hear another word about your ""why not's"" I bought|-|You bullshit it all before, now, you trying to sell me more, babe|-|Man who makes a beast out of himself got nothing to lose|-|Sold my soul long ago, nothing left to choose|-|I'm tired, tired of singing the blues|-|I'm tired|-|I'm walking down the streets, you wouldn't know what I was thinking|-|It's just another white girl day, hey, ribbons in my hair, and I am sinking down|-|A double life, a sordid past, and I am drinking now|-|I want to be bad|-|You say you were glad to see me shut up|-|I don't want to know another thing you think you know about me|-|I'm not who you think I am|-|Smiling but I ain't happy|-|A man who makes a beast out of himself got nothing to lose|-|Sold my soul long ago, nothing I can choose|-|I'm tired, tired of singing the blues|-|I'm tired|-|Oh, my Super God,|-|I can't turn off my mind,|-|It's like a ticking time bomb trying to kill me from inside|-|Haunting me day and night|-|Is there no remedy for memory?|-|I've felt this way before, I've known the depths of utter desperation|-|My boyfriend says I'm like an old movie star with loneliness as my occupation|-|I know that he's right, but I don't care tonight|-|I want to be bad, I want to be bad|-|I can't stop|-|I keep running 'round the same town, knocking you down|-|I'm fucked!|-|How can I get out when there's no where to go for miles around?|-|A man who makes a beast out of himself got nothing to lose|-|Sold my soul long ago, nothing I can choose|-|I'm tired, tired of singing the blues|-|Tired, oh!"
234,Tomorrow Never Came Lyrics,"""Hey, what you doin'?"" Not a lot|-|Shakin' and movin' at my local spot|-|Baby, don't ask me why|-|Don't ask me why|-|Why, why, why, why, why, why, why|-|Lay, Lady, lay on that side of a paradise|-|In the Tropic of Cancer|-|'Cause if I had my way, you would always stay|-|And I'd be your tiny dancer, honey|-|I waited for you|-|In the spot you said to wait|-|In the city, on the park bench|-|In the middle of the pourin' rain|-|'Cause I adored you|-|I just wanted things to be the same|-|You said to meet me up there tomorrow|-|But tomorrow never came|-|Tomorrow never came|-|Hey, what you thinkin'? Penny for your thoughts|-|Those lights are blinkin' on that old jukebox|-|But don't ask me why|-|Just swallow some wine|-|Wi-wi-wi-wi-wi-wi-wine|-|Stay, baby, stay on the side of a paradise|-|In the Tropic of Cancer|-|'Cause if I had my way, you would always stay|-|And you'd be my tiny dancer, baby|-|I waited for you|-|In the spot you said to wait|-|In the city, on the park bench|-|In the middle of the pourin' rain|-|'Cause I adored you|-|And I just wanted things to be the same|-|You said you'd meet me up there tomorrow|-|But tomorrow never came|-|Tomorrow never came|-|Roses out in your country house|-|We played guitar in your barn|-|And everyday felt like Sunday|-|And I, I wish we had stayed home|-|And I could put on the radio to our favorite song|-|Lennon and Yoko, we would play all day long|-|""Isn't life crazy?"", I said now that I'm singin' with Sean|-|Whoa|-|I could keep waitin' for you|-|In the spot we always wait|-|In the city, on the park bench|-|In the summer, on the pourin' rain|-|Honey, don't ignore me|-|I just wanted it to be the same|-|You said you'd love me like no tomorrow|-|I guess tomorrow never came (no, no, no)|-|Tomorrow never came (no, no)|-|Tomorrow never came (no, no, no)|-|Tomorrow never came"
235,Trash Lyrics,"Don't ya wanna come to my motel honey?|-|Don't ya wanna hold me down, tell me that you love me?|-|Don't ya know that I have really never loved nobody, but you? x2|-|I'll do my hair up all high and wild, wild flowers tied|-|Green swimming pool pink flamingos, high christmas lights|-|Blue bedspread and silver tinsel, my hearts delight|-|Don't ya wanna come to my motel honey?|-|Don't ya wanna hold me down, tell me that you love me?|-|Don't ya know that I have really never loved nobody, but you? x2|-|Do you like my fake nails daddy?|-|Black palmtree pink tiger-stripes|-|Used to go to the kamfreena|-|Will you buy me a slice of cherry pie?|-|We didn't know much, just worked at night|-|Sweet trailer light|-|1,2..|-|Don't ya wanna come to my motel honey?|-|Don't ya wanna hold me down, tell me that you love me?|-|Don't ya know that I have really never loved nobody, but you?|-|Don't ya wanna come to my motel honey?|-|Don't ya wanna hold me down, tell me that you love me?|-|Don't ya know that I have really never loved nobody, but you|-|He said: Lana-Ray, will you serve me lemonade?|-|And I said: yes Bill I will, its the day of the parade|-|and you look even more handsome than you did|-|the day that I left you|-|How do you spend your nights, honey?|-|Still watchin' TV? I long to be in your arms, honey,|-|Come back to me|-|Please|-|Don't ya wanna come to my motel honey?|-|Don't ya wanna hold me down, tell me that you love me?|-|Don't ya know that I have really never loved nobody, but you?|-|Don't ya wanna come to my motel honey?|-|Don't ya wanna hold me down, tell me that you love me?|-|Don't ya know that I have really never loved nobody, but you?|-|All I want is to feel good|-|All I want is to feel good|-|All I want is to feel good, you know?|-|Come on now if you want to|-|If you want to if you want to|-|Its been a long time|-|Don't ya wanna come to my motel honey?|-|Don't ya wanna hold me down, tell me that you love me?|-|Don't ya know that I have really never loved nobody, but you?|-|Don't ya wanna come to my motel honey?|-|Don't ya wanna hold me down, tell me that you love me?|-|Don't ya know that I have really never loved nobody, but you?"
